"wine","vintage","region","varietal","rating","price"
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Chateau St. Jean Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",90,19.99
"Chateau St. Jean Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",90,19.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Chateau St. Jean Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",90,19.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Chateau St. Jean Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",90,19.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Pahlmeyer Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",92,74.99
"Siduri Santa Lucia Highlands Pinot Noir (375ML) ",4,"California","Pinot Noir",91,17.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Pahlmeyer Sonoma Coast Pinot Noir ",3,"California","Pinot Noir",92,74.99
"Dutton Goldfield Dutton Ranch Pinot Noir ",4,"California","Pinot Noir",92,38.99
"Davis Bynum Jane's Vineyard Pinot Noir ",4,"California","Pinot Noir",90,34.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Honig Sauvignon Blanc ",5,"California","Sauvignon Blanc",89,14.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Honig Sauvignon Blanc ",5,"California","Sauvignon Blanc",89,14.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Merryvale Starmont Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Hall Napa Valley Sauvignon Blanc ",5,"California","Sauvignon Blanc",92,24.99
"Honig Sauvignon Blanc ",5,"California","Sauvignon Blanc",89,14.99
"Round Pond Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,24.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Rodney Strong Charlotte's Home Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,15.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Schug Sauvignon Blanc ",5,"California","Sauvignon Blanc",90,19.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Grgich Hills Fume Blanc ",4,"California","Sauvignon Blanc",90,29.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Grgich Hills Fume Blanc ",4,"California","Sauvignon Blanc",90,29.99
"Matanzas Creek Sauvignon Blanc ",5,"California","Sauvignon Blanc",91,19.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Grgich Hills Fume Blanc ",4,"California","Sauvignon Blanc",90,29.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Grgich Hills Fume Blanc ",4,"California","Sauvignon Blanc",90,29.99
"Matanzas Creek Sauvignon Blanc (375ML half-bottle) ",5,"California","Sauvignon Blanc",91,10.99
"Andrew Murray Tous les Jours Syrah ",5,"California","Syrah/Shiraz",93,16.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Zaca Mesa Santa Ynez Valley Syrah ",2,"California","Syrah/Shiraz",92,19.99
"Michael David Winery 6th Sense Syrah ",4,"California","Syrah/Shiraz",91,17.99
"Michael David Winery 6th Sense Syrah ",4,"California","Syrah/Shiraz",91,17.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Qupe Central Coast Syrah ",4,"California","Syrah/Shiraz",91,18.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Decoy Zinfandel ",4,"California","Zinfandel",90,22.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Frog's Leap Zinfandel (375ML half-bottle) ",4,"California","Zinfandel",91,15.99
"Seghesio Old Vine Zinfandel ",4,"California","Zinfandel",93,43.99
"DeLoach Russian River Zinfandel ",4,"California","Zinfandel",93,16.99
"Carol Shelton Wild Thing Zinfandel ",4,"California","Zinfandel",92,18.99
"Michael David Winery 7 Deadly Zins Zinfandel ",4,"California","Zinfandel",90,17.99
"Zinfandelic Sierra Foothills Old Vine Zinfandel ",4,"California","Zinfandel",90,19.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Zinfandelic Sierra Foothills Old Vine Zinfandel ",4,"California","Zinfandel",90,19.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Zinfandelic Sierra Foothills Old Vine Zinfandel ",4,"California","Zinfandel",90,19.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Tierra Divina ZA ZIN ",2,"California","Zinfandel",92,15.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Four Vines Truant Zinfandel ",3,"California","Zinfandel",88,11.99
"Cline Ancient Vines Zinfandel ",5,"California","Zinfandel",88,15.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Four Vines Truant Zinfandel ",3,"California","Zinfandel",88,11.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Ridge Pagani Ranch Zinfandel ",4,"California","Zinfandel",91,37.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Four Vines Truant Zinfandel ",3,"California","Zinfandel",88,11.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Four Vines Truant Zinfandel ",3,"California","Zinfandel",88,11.99
"Brazin Old Vine Lodi Zinfandel ",4,"California","Zinfandel",88,15.99
"Quivira Dry Creek Valley Zinfandel ",4,"California","Zinfandel",91,21.99
"Antucura Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",95,14.99
"Susana Balbo Signature Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,19.99
"Concha y Toro Marques de Casa Concha Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,23.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Santa Ema Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",92,13.99
"Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,18.99
"Los Vascos Grande Reserve Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",91,17.99
"Veramonte Cabernet Sauvignon ",5,"South America","Cabernet Sauvignon",89,9.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Vina Ventisquero Cabernet Sauvignon Grey Single Block Vineyard ",3,"South America","Cabernet Sauvignon",92,18.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Catena Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",90,16.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Montes Alpha Series Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",89,19.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Montes Alpha Series Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",89,19.99
"Bodega Norton Reserve Cabernet Sauvignon ",2,"South America","Cabernet Sauvignon",90,15.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Montes Alpha Series Cabernet Sauvignon ",3,"South America","Cabernet Sauvignon",89,19.99
"Bodega Norton Reserve Cabernet Sauvignon ",2,"South America","Cabernet Sauvignon",90,15.99
"Tapiz Alta Cabernet Sauvignon ",4,"South America","Cabernet Sauvignon",90,18.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Los Vascos Chardonnay ",5,"South America","Chardonnay",90,10.99
"La Playa Estate Un-Oaked Chardonnay 2014",6,"South America","Chardonnay",89,7.99
"Catena Chardonnay ",5,"South America","Chardonnay",89,18.99
"Catena Chardonnay ",5,"South America","Chardonnay",89,18.99
"Catena Chardonnay ",5,"South America","Chardonnay",89,18.99
"Catena Chardonnay ",5,"South America","Chardonnay",89,18.99
"Catena Chardonnay ",5,"South America","Chardonnay",89,18.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Tilia Merlot ",5,"South America","Merlot",88,10.99
"Matetic EQ Pinot Noir ",4,"South America","Pinot Noir",93,26.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Luca Pinot Noir ",3,"South America","Pinot Noir",91,33.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Ritual Casablanca Valley Sauvignon Blanc ",4,"South America","Sauvignon Blanc",93,17.99
"Concha y Toro Casillero del Diablo Sauvignon Blanc ",5,"South America","Sauvignon Blanc",88,11.99
"Los Vascos Sauvignon Blanc 2014",6,"South America","Sauvignon Blanc",90,10.99
"Errazuriz Max Reserva Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,17.99
"Vina Maipo Vitral Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,18.99
"Vina Maipo Vitral Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,18.99
"Vina Maipo Vitral Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,18.99
"Vina Maipo Vitral Sauvignon Blanc ",5,"South America","Sauvignon Blanc",91,18.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Vina Bisquertt La Joya Gran Reserva Syrah ",4,"South America","Syrah/Shiraz",90,13.99
"Merino Syrah ",4,"South America","Syrah/Shiraz",91,15.99
"Merino Syrah ",4,"South America","Syrah/Shiraz",91,15.99
"Falernia Syrah Reserva ",2,"South America","Syrah/Shiraz",93,13.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Bel Sit Barbera d'Asti La Turna ",3,"Italy","Other Red",90,15.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Renato Ratti Barbera d'Asti ",3,"Italy","Other Red",91,18.99
"Mulderbosch Faithful Hound ",3,"South Africa","Other Red",91,19.99
"Chateau Des Annereaux Lalande de Pomerol ",1,"France","Other Red",92,19.99
"Glen Carlou Grand Classique ",2,"South Africa","Other Red",90,17.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
